time,open,high,low,close,Volume,Volume MA
1401148800,586.69,597.3,551,576.08,18016,8468.299999999988
1401235200,573.6,583.5,565,578.77,7632,8677.449999999988
1401321600,580,583,563,569.5,7819,8915.449999999988
1401408000,569.85,630,569.85,621,23201,9893.199999999988
1401494400,620.9,629,610.02,626.21,7153,9714.999999999989
1401580800,627.01,680,618.01,626.42,34416,11263.799999999988
1401667200,631.97,679.8,615,667.11,21046,12214.199999999988
1401753600,667.78,685,652.16,674,19814,13050.149999999989
1401840000,670.84,672.97,620,642,27550,14345.249999999989
1401926400,642,672,641,660.9,9924,14755.799999999988
1402012800,660.99,664.94,646.8,649.39,5624,14991.699999999988
1402099200,649.35,659.4,637.01,657.21,6580,15281.649999999989
1402185600,657.21,664.5,652.5,658.7,3651,15393.249999999989
1402272000,658.7,661.99,639.06,650.3,6781,14673.749999999989
1402358400,650.3,672,646,657,6882,14657.799999999988
1402444800,657,666.5,635.11,637.6,11449,14370.899999999989
1402531200,637.6,647,575.2,597.99,28959,14983.649999999989
1402617600,596.43,620.97,592.11,605,14977,15505.799999999988
1402704000,605.2,606.98,522.15,570.27,25851,15184.949999999988
1402790400,570.26,595.1,540,593.89,14756,15104.049999999988
1402876800,593.61,612,582.1,591.1,13600,14883.249999999989
1402963200,592.35,619,591.1,613.4,8791,14941.199999999988
1403049600,613.4,619.6,601.5,608.1,6065,14853.499999999989
1403136000,608.6,611.99,592.9,597.3,5330,13959.949999999988
1403222400,596.06,598.28,582.37,592,8683,14036.449999999988
1403308800,592,599.91,583.5,595.5,4119,12521.599999999988
1403395200,596.9,615,595.5,603.4,4706,11704.599999999988
1403481600,603.39,604.19,580.11,591.57,5259,10976.849999999988
1403568000,591.02,597.79,580,580.56,5485,9873.599999999988
1403654400,580.65,584.99,560.53,566.75,9299,9842.349999999988
1403740800,566.75,584,562.9,581.98,6269,9874.599999999988
1403827200,581.99,604.9,575.03,604,7339,9912.549999999988
1403913600,604,607.21,593.89,596.1,5716,10015.799999999988
1404000000,596.1,607,593.37,601.95,3093,9831.399999999989
1404086400,601.5,647.74,598.4,640.79,17253,10349.949999999988
1404172800,642.26,665,636.1,641.34,14361,10495.549999999988
1404259200,641.35,661.98,640.14,654.61,6036,9349.399999999989
1404345600,653.5,654,636.24,644,5811,8891.099999999988
1404432000,644,648.66,629.3,632.11,6690,7933.049999999988
1404518400,632.58,636.59,628.45,631.88,2127,7301.5999999999885
1404604800,631.59,644.69,630.38,637.38,3427,6792.949999999988
1404691200,637.76,639.76,616.73,621.45,5589,6632.8499999999885
1404777600,620.31,629.85,617.51,625.36,2618,6460.499999999988
1404864000,625.11,632.99,620.13,624.47,3436,6365.799999999988
1404950400,623.24,626.55,608.43,615.84,5261,6194.699999999988
1405036800,615.84,636.4,615.84,636,4221,6199.799999999988
1405123200,636.2,642.79,630,636.31,3926,6160.799999999988
1405209600,636.7,638.21,626.36,629.49,2656,6030.649999999989
1405296000,629.6,630.25,616.8,619.17,4208,5966.799999999988
1405382400,619.15,627.99,618.57,620.8,3858,5694.749999999988
1405468800,620.11,622.5,611.21,616.48,3500,5556.299999999988
1405555200,616.48,627.5,613,622.51,2894,5334.049999999988
1405641600,622.52,633.6,616.96,630.8,5076,5302.049999999988
1405728000,630.8,632.1,625.6,629.3,1211,5207.949999999988
1405814400,626.77,628.23,620.36,624,1262,4408.399999999989
1405900800,624,624.95,616.8,620.01,2267,3803.6999999999884
1405987200,620,623.17,617.5,618.54,1704,3587.0999999999885
1406073600,618.56,620.9,616.21,619,1211,3357.0999999999885
1406160000,619,619.99,591.4,603.98,9491,3497.1499999999883
1406246400,602.43,608,592.5,600.47,3975,3589.5499999999884
1406332800,600.6,600.6,589,593.82,4777,3657.0499999999884
1406419200,593.9,599.78,590.1,591.55,3017,3528.4499999999884
1406505600,591.5,592,572,583.5,11465,3970.7999999999884
1406592000,584.86,590,577.11,583,4202,4009.0999999999885
1406678400,583.04,583.98,561.55,565.99,7357,4113.899999999989
1406764800,566,590,561.47,580,12007,4503.199999999988
1406851200,579.49,605.72,579.1,594.6,9476,4780.699999999988
1406937600,594.6,596.6,585,587.6,2561,4775.949999999988
1407024000,587.61,589,578.13,585.71,2766,4703.8499999999885
1407110400,587,595,581.22,586.6,2973,4659.5999999999885
1407196800,587.21,588.77,579,582.94,3876,4678.399999999989
1407283200,582.94,586.3,574.01,581.36,4051,4736.249999999988
1407369600,582.87,592.7,576.5,586.8,5967,4780.799999999988
1407456000,586.82,598.88,586.81,590.6,3296,4885.049999999988
1407542400,590.61,591,584.19,589.98,1537,4898.799999999988
1407628800,588.61,594.49,583.31,588.61,1865,4878.699999999988
1407715200,587.97,588.7,567.02,572.51,7904,5188.699999999988
1407801600,573.32,578.8,562.51,569.54,7131,5484.699999999988
1407888000,569.52,571.4,525,547.3,18305,5925.399999999989
1407974400,546.25,546.5,451,510.98,41067,7779.999999999988
1408060800,509.99,519.5,478,496.39,21474,8614.849999999988
1408147200,496.39,523.11,484.5,519.01,16069,9267.449999999988
1408233600,519.54,522.43,484.82,497.4,14628,9425.599999999988
1408320000,497.57,512.3,443,467.04,40748,11252.899999999989
1408406400,467.95,492.61,462.9,487,24964,12133.249999999989
1408492800,487.24,521.89,464,511,30165,13041.149999999989
1408579200,510.61,534.89,510.6,517.47,18012,13467.949999999988
1408665600,518.24,525,503.7,514.13,11584,13919.099999999988
1408752000,514.42,515.58,491.52,499.5,10064,14283.999999999989
1408838400,498.85,517.7,495.71,510.82,5624,14416.549999999988
1408924800,511.41,511.41,497.55,501.76,7329,14589.199999999988
1409011200,501.49,517.47,497.75,513.34,11250,14949.149999999989
1409097600,512.3,522.8,508.1,508.35,7685,15035.049999999988
1409184000,508.3,514.77,503.86,505.87,5005,15120.499999999989
1409270400,505.87,513.99,498.8,508.52,5127,15299.999999999989
1409356800,508.34,508.37,495.5,499.15,4115,15412.499999999989
1409443200,499.08,500.27,471.65,477.81,14721,15753.349999999988
1409529600,477.84,484.9,471.01,472.6,8199,15806.749999999989
1409616000,472.97,484,468.82,475.45,8876,15335.299999999988
1409702400,475.46,479.9,472.99,474.14,3181,13440.999999999989
1409788800,474.14,497.24,473.1,489.68,10051,12869.849999999988
1409875200,489.69,491.42,478.1,481.9,5118,12322.299999999988
1409961600,480.62,486.9,480.1,482.61,1874,11684.599999999988
1410048000,483.08,487.1,479.88,479.88,2048,9749.599999999988
1410134400,479.88,480.9,464.22,471.1,15863,9294.549999999988
1410220800,471.16,479.7,463,473.06,9380,8255.299999999988
1410307200,473.09,489.99,472,478.12,8870,7798.199999999988
1410393600,478.1,480.6,472.2,477.38,5102,7474.0999999999885
1410480000,477.04,477.98,467,474.37,3451,7143.449999999988
1410566400,474.34,483.93,472.86,478.69,7965,7260.499999999988
1410652800,478.69,481.56,475.33,476.5,3089,7048.499999999988
1410739200,477.12,480.3,474.77,474.77,5539,6762.949999999988
1410825600,474.77,475.5,462.11,466.5,5805,6668.949999999988
1410912000,466.65,467.75,451.6,458.3,9985,6917.949999999988
1410998400,457.8,458.3,408.8,424.99,40106,8666.899999999989
1411084800,425,431.92,381.5,393.3,33464,10134.349999999988
